gym_name,address,city,rating,review_text,,
Armstrong The Gym - Ahmedabad's Biggest Gym,"3rd Floor, Gulmohar Park Mall, Satellite Road, Satellite, Ahmedabad - 380015",Ahmedabad,3,Decent place but expensive for services.,,
Armstrong The Gym - Ahmedabad's Biggest Gym,"3rd Floor, Gulmohar Park Mall, Satellite Road, Satellite, Ahmedabad - 380015",Ahmedabad,3,Decent place but expensive for services.,,
B- Fit Gym,"07'th Floor, Pushti Heights, Gurukul Road, Opp. Shivam Snacks, Nilmani Society, Memnagar, Ahmedabad - 380052",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
B- Fit Gym,"07'th Floor, Pushti Heights, Gurukul Road, Opp. Shivam Snacks, Nilmani Society, Memnagar, Ahmedabad - 380052",Ahmedabad,3,"Average gym, okay for basic workouts.",,
B- Fit Gym,"07'th Floor, Pushti Heights, Gurukul Road, Opp. Shivam Snacks, Nilmani Society, Memnagar, Ahmedabad - 380052",Ahmedabad,5,Great gym with helpful staff.,,
B- Fit Gym,"07'th Floor, Pushti Heights, Gurukul Road, Opp. Shivam Snacks, Nilmani Society, Memnagar, Ahmedabad - 380052",Ahmedabad,5,Great gym with helpful staff.,,
"Be Fit The Gym , Bopal","3rd Floor, Trimurti Complex Opposite Kalupur Bank Sterling City BRTS Stop, Bopal, Ahmedabad - 380058",Ahmedabad,5,Excellent trainers and clean equipment.,,
"Be Fit The Gym , Bopal","3rd Floor, Trimurti Complex Opposite Kalupur Bank Sterling City BRTS Stop, Bopal, Ahmedabad - 380058",Ahmedabad,3,"Neutral experience, could be better.",,
"Be Fit The Gym , Bopal","3rd Floor, Trimurti Complex Opposite Kalupur Bank Sterling City BRTS Stop, Bopal, Ahmedabad - 380058",Ahmedabad,4,Solid place for workouts.,,
"Be Fit The Gym , Bopal","3rd Floor, Trimurti Complex Opposite Kalupur Bank Sterling City BRTS Stop, Bopal, Ahmedabad - 380058",Ahmedabad,4,Clean facility but can improve on timings.,,
"Be Fit The Gym , Bopal","3rd Floor, Trimurti Complex Opposite Kalupur Bank Sterling City BRTS Stop, Bopal, Ahmedabad - 380058",Ahmedabad,5,Great gym with helpful staff.,,
"Be Fit The Gym , Bopal","3rd Floor, Trimurti Complex Opposite Kalupur Bank Sterling City BRTS Stop, Bopal, Ahmedabad - 380058",Ahmedabad,3,It's okay; nothing special.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Very good gym with minor issues.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,2,Facilities are lacking and maintenance poor.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Good equipment and friendly trainers.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,1,Horrible hygiene and overcrowded.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Highly recommend this gym!,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,"Neutral experience, could be better.",,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Very good gym with minor issues.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Excellent trainers and clean equipment.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Clean facility but can improve on timings.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Great gym with helpful staff.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Clean facility but can improve on timings.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Very good gym with minor issues.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Good equipment and friendly trainers.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Very good gym with minor issues.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,Decent place but expensive for services.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Good equipment and friendly trainers.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Good equipment and friendly trainers.,,
Be Strong Fitness Club,"3rd And 4th Floor,Ved Arcade Mall, Opp Vastral Lake, Sardar Patel Ring Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Clean facility but can improve on timings.,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,3,Decent place but expensive for services.,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,4,Solid place for workouts.,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,5,Loved the ambience and machines.,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,5,Highly recommend this gym!,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,4,Solid place for workouts.,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,4,Good equipment and friendly trainers.,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,5,Highly recommend this gym!,,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,1,"Terrible experience, avoid this gym.",,
Being Gymaholic 2.O - Ahmedabad,"A13, Rajyash Rise, South, Near Vishala Hotel, Shantabag Society, Rehnuma Society, Vasna, Ahmedabad - 380007",Ahmedabad,4,Good equipment and friendly trainers.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,4,Clean facility but can improve on timings.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Great gym with helpful staff.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Highly recommend this gym!,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Best place to train in the area.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Best place to train in the area.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,2,Not satisfied with the trainer support.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Excellent trainers and clean equipment.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Loved the ambience and machines.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,4,Clean facility but can improve on timings.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,4,Clean facility but can improve on timings.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,4,Good equipment and friendly trainers.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Best place to train in the area.,,
Black Rhino Fitness,"5th Floor, Shree Parshwa Orion Complex, Nr. Adani Cng Pump, Paldi, Ahmedabad - 380007",Ahmedabad,5,Loved the ambience and machines.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,2,Facilities are lacking and maintenance poor.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,4,Solid place for workouts.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,3,Decent place but expensive for services.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,1,"Terrible experience, avoid this gym.",,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,3,It's okay; nothing special.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,2,"Subpar experience, needs improvement.",,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,1,Horrible hygiene and overcrowded.,,
Body Care Gym & Health Center,"Murtimant Complex, 18, Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad - 380001",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,4,Solid place for workouts.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Highly recommend this gym!,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,4,Very good gym with minor issues.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Excellent trainers and clean equipment.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Great gym with helpful staff.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Highly recommend this gym!,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Best place to train in the area.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,3,"Neutral experience, could be better.",,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Great gym with helpful staff.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,3,"Neutral experience, could be better.",,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Highly recommend this gym!,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Great gym with helpful staff.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Great gym with helpful staff.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,1,Extremely disappointed with the facilities.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,4,Very good gym with minor issues.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,5,Excellent trainers and clean equipment.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,2,"Subpar experience, needs improvement.",,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,1,Extremely disappointed with the facilities.,,
Body Challenge Health Club,"2nd Floor,Pushpak Building, Opp.M.B.Tower, Khanpur, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,3,It's okay; nothing special.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,2,Poor cleanliness and unhelpful staff.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,5,Loved the ambience and machines.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,5,Excellent trainers and clean equipment.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,3,It's okay; nothing special.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,4,Clean facility but can improve on timings.,,
Body Fuel Gym,"4th Floor, Shayona Tilak Residency 1, New SG Road, Above LIFE LINE MULTI SPECIALITY HOSPITAL, Gota, Ahmedabad - 382481",Ahmedabad,2,Poor cleanliness and unhelpful staff.,,
